proposal_id	surface_forms	corpus_frequency	intended_ontology	recommendation	preferred_label	definition	definition_sources	direct_parent_ids	part_of_ids	other_axioms	evidence_status	current_ontology_status	counterexample_or_caveat	curator_decision	curator_notes
MAP-CAND:main_stem	main stem	3	PO	map_existing	stem			PO:0009047		Normalize the primary-axis sense to PO:0009047, whose definition already states that a stem is the primary axis of a plant.	existing_definition_and_corpus_sense_checked	PO:0009047 makes main stem lexically redundant in the observed sense.	Some plants have multiple co-dominant stems; use the mapping only where the description identifies the primary axis.		
PATO-CAND:plicate	pleated	3	PATO	accept_proposal	plicate	A folded quality inhering in a bearer by virtue of the bearer being folded back and forth longitudinally like a fan.	EVID:PLANTNET_P|EVID:FLORA_AUSTRALIA_TERMS	PATO:0001910		Add pleated only as a related synonym because ordinary pleating need not be longitudinal; preserve the repeated longitudinal-fold differentia relative to generic folded.	definition_and_corpus_sense_supported	Pinned PATO has folded but no plicate subtype; both pinned glossaries give the longitudinal-fold criterion.	A single longitudinal fold is not necessarily plicate if it does not alternate back and forth; the Flora of Australia wording supplies that stricter boundary.		
FLOPO-PATTERN:botanical_spine_context	spine|soft spines|stout spines|spine tipped|spineless	8	FLOPO	sense_split	contextual botanical spine phenotype			PATO:0001365		Bind the PO spine entity when homology is known; otherwise use the broad spiny quality and model spineless as qualified absence, retaining soft, stout, and tipped modifiers on the actual spine or bearer.	full_corpus_concordance_checked	The corpus includes leaf, stipular, stem, and succulent armature plus absence and modifier phrases.	Botanical spines have different developmental origins, and PATO spiny does not identify which organ bears them.		
SURFACE-CAND:capitate_context	capitate	2	FLOPO	sense_split	capitate botanical phenotype		EVID:PLANTNET_C|EVID:FLORA_AUSTRALIA_TERMS			Use compact clustered-flower composition for an inflorescence, globose shape for a stigma, and rounded-apical-cell shape for a hair; do not coin one atomic value spanning all three.	distinct_glossary_senses_and_corpus_context_checked	The official glossaries explicitly define separate inflorescence, stigma, and hair senses.	The Saudi occurrences modify flower heads and do not justify a universal head-shaped quality on every bearer called capitate.		
FLOPO-PATTERN:surface_discontinuities	crack|cracks|depression|hole|fissured|fissured bark	9	FLOPO	sense_split	contextual plant surface-discontinuity phenotype	A phenotype in which a specified plant surface contains an opening, groove, fissure, or depressed region of stated shape and depth.				Bind the plant bearer and select a PATO concavity, groove, or fissure only when the occurrence is anatomical; reject rock cracks, sand depressions, water-holes, and volcanic blow-holes.	full_corpus_concordance_checked	Most singular crack, depression, and hole uses are habitat prose, while fissured bark and one trunk crack are genuine plant morphology.	These features differ topologically and quantitatively, so the grouping is an extraction decision, not a proposed common ontology class.		
MAP-CAND:crinkled_crisped	crinkled|crisped	3	PATO	sense_split	curled or wrinkled plant surface		EVID:FLORA_AUSTRALIA_TERMS	PATO:0000405|PATO:0001810		Map crisped to curled in the pinned glossary sense and crinkled leaves to wrinkled only when their creases, rather than marginal curl, are described.	glossary_definition_and_corpus_senses_checked	Flora of Australia defines crisped as curled; PATO already has curled and wrinkled.	Crinkled may combine small folds, wrinkles, and curl, so an unrestricted exact synonym of wrinkled is not proposed.		
MAP-CAND:basic_shape_variants	elongate|tapering|bifurcate|dome shaped	6	PATO	sense_split	existing basic shape values			PATO:0001154|PATO:0001500|PATO:0001784|PATO:0001789		Map elongate to elongated, tapering to tapered, bifurcate to bifurcated, and dome shaped to domed after recovering the bearer.	existing_definitions_and_corpus_senses_checked	Pinned PATO contains all four candidate values.	Morphological inflection is safe only after word sense, and bifurcate appears in an OCR-damaged phrase whose bearer must be recovered.		
FLOPO-PATTERN:petaloid_composition	petaloid	2	FLOPO	contextual_composition	petaloid plant-structure phenotype	A phenotype in which a non-petal plant structure resembles a petal by having soft texture and conspicuous colour.	EVID:FLORA_AUSTRALIA_TERMS			Compose texture and an explicitly stated or prototype-backed colour on the identified PO bearer; do not create one atomic PATO class or identify the bearer as a petal.	definition_and_corpus_sense_supported	The glossary defines petaloid through both texture and colour; the Saudi bearer is a sepal or appendage.	Petal resemblance does not establish homology, and conspicuous colour still needs its actual value when available.		
FLOPO-PATTERN:cross_section_and_lip_shape	triangular in cross section|cross section|two lipped	4	FLOPO	contextual_composition	contextual section or bilabiate shape phenotype	A phenotype describing either the shape of a specified transverse section or a floral structure divided into two lip-like regions.	EVID:FLORA_AUSTRALIA_TERMS			Compose triangular cross section with PATO:0001875 on the section, and model bilabiate/two-lipped corollas only after the fused anterior and posterior organ groups are identified.	definition_components_and_corpus_senses_checked	PATO has triangular, while Flora of Australia defines bilabiate through two fused groups of corolla parts.	The cross section is a fiat/reference region rather than automatically a PO organ, and two-lipped morphology can be formed by different floral organs.		
FLOPO-PATTERN:apomixis_narrative	apomictic|reproduction|fusion	3	FLOPO	contextual_composition	apomictic reproduction phenotype	A reproductive phenotype in which seed is formed without sexual fusion of gametes.				Link the applicable plant reproductive process to the whole plant or taxon and retain the source's explanatory statement; do not normalize reproduction or fusion in isolation as PATO structural qualities.	corpus_definition_verified_external_source_required	The Saudi text itself explicitly defines apomictic in these terms, but no independent scientific source is yet pinned for an ontology proposal.	Apomixis has multiple developmental mechanisms, and this occurrence is family-level narrative rather than a direct observation of one specimen.		
SURFACE-CAND:plant_appendage	appendage	1	PO	revise_and_sense_split	plant appendage	A plant structure that projects from or is attached to a larger plant structure.		PO:0009011		Do not add a generic class until PO curators decide whether it has a coherent anatomical differentia; map the corpus petaloid appendage to its actual cyathium structure when recoverable.	corpus_sense_checked_definition_too_broad	PO definitions use the ordinary word appendage but the pinned ontology has no generic plant-appendage class.	The provisional definition is merely relational and groups non-homologous organs and organ parts, so it is not ready for acceptance.		
FLOPO-CAND:arborescent_growth	arborescent	1	FLOPO	new_compositional_phenotype	whole plant arborescent phenotype	A whole-plant growth phenotype in which a non-tree plant or shrub develops a tree-like stature or architecture.	EVID:FLORA_AUSTRALIA_TERMS	FLOPO:0900032		Represent resemblance to the tree growth form without inferring that the bearer is a tree anatomical entity.	definition_and_corpus_sense_supported	Flora of Australia explicitly applies arborescent to non-woody plants attaining tree height and shrubs tending toward tree-like size.	Tree-like is still a prototype comparison and may concern height, a single main stem, or crown architecture; the source supports the broad growth phenotype, not all of those components universally.		
NOISE:ocr_fragments	ate|lowers|tri|pores|discolor	5	NONE	reject_as_noise						Reject the verified OCR/tokenization fragments: lowers is flowers missing its initial letter, tri is part of tri-lobed, ate occurs in corrupt text, pores is stray page noise, and discolor is a taxon epithet.	full_corpus_concordance_checked	None of these isolated spans is a phenotype value in the source context.	The correctly spelled complete words can be meaningful elsewhere; rejection applies only to the verified spans and should feed OCR repair rules.		
FLOPO-CAND:bifoliolate_leaf	bifoliolate	1	FLOPO	new_compositional_phenotype	bifoliolate leaf phenotype	A leaf phenotype in which the bearer is a compound leaf with exactly two leaflets.	EVID:FLORA_AUSTRALIA_TERMS	FLOPO:0000004		Place under leaf phenotype and the proposed composition/cardinality facet, assert has_part exactly 2 PO:0020049, and associate it with a FLOPO-local bifoliolate quality under PATO:0001555.	definition_parent_and_exact_cardinality_supported	PO supplies compound leaf and leaflet but need not coin every leaflet-count combination; the compositional phenotype and supporting value are intentionally local to FLOPO.	The exact cardinality concerns ultimate leaflets; two primary divisions that are themselves divided do not satisfy the proposed definition.		
FLOPO-PATTERN:bright_orange_red	bright orange red	1	FLOPO	contextual_composition	bright orange-red phenotype	A colour phenotype combining the operational orange-red colour value with explicitly increased brightness relative to the relevant comparison.				Use PATO:0104112 orange red for the prototype-backed hue component and preserve bright as a contextual lightness/brightness modifier; do not mint another atomic colour without an operational brightness boundary.	existing_operational_colour_component_verified	PATO:0104112 has an RHS Colour Chart prototype and occurs in the current checked-in PATO source.	Bright lacks a stated comparison or numeric lightness range in the flora description, so only the orange-red component is eligible for deterministic normalization.		
FLOPO-PATTERN:corky_or_fissured_bark	corky	1	FLOPO	contextual_composition	corky bark phenotype	A bark phenotype in which the bearer has a conspicuous cork-rich, thickened, or cork-like outer surface.				Bind PO bark and retain corky as unresolved composition until an anatomical or texture definition distinguishes cork tissue abundance from mere resemblance.	full_corpus_concordance_checked_definition_source_required	The sole Saudi use is corky-barked vine; no pinned glossary in the evidence set defines corky.	Appearance does not prove chemical or tissue composition, and the provisional wording presents alternatives rather than a sufficient differentia.		
FLOPO-PATTERN:odor_character	foul smelling|smelling|balsam	3	FLOPO	contextual_composition	contextual botanical odor-character phenotype	A phenotype in which a bearer has an odor characterized by an explicitly stated prototype or hedonic descriptor.				Map odor presence to PATO:0001331 and retain foul or balsam-like character as source evidence; do not infer chemical composition, taste, or a universal pleasantness scale.	full_corpus_concordance_checked_operational_prototypes_missing	The corpus uses foul smelling fruit, sweet-smelling flesh, and balsam-like aroma; PATO has odorous but no supported prototype classes for these character words.	Hedonic judgments and prototype resemblance vary among observers, so new atomic PATO values require controlled definitions and evaluation.		
FLOPO-CAND:plant_latex	latex	1	FLOPO	revise_existing	plant latex phenotype	A flora phenotype affecting plant latex, where plant latex is the cytoplasmic fluid of laticifer cells, commonly containing particles suspended or emulsified in an aqueous phase and capable of exuding when laticiferous tissue is damaged.	EVID:LATICIFER_CELLS|EVID:PLANTNET_IL	FLOPO:0900048		Create a FLOPO-local plant latex support class under PO:0025161 portion of plant substance and use it to define and extend the existing FLOPO:0900048 latex phenotype branch. Keep it distinct from PO:0025538 plant sap; do not make universal colour, milkiness, stickiness, or post-exudation-location axioms.	definition_and_existing_branch_supported	FLOPO:0900048--0900051 already provide an undeveloped latex phenotype/presence branch. The literature defines in-situ latex through laticifer cells, and PlantNET supplies the field-recognition criterion after cutting.	Latex composition and appearance vary. A strict part_of some laticifer-cell axiom would fail for already exuded latex, so containment should be stated temporally in text or modeled with a relation that permits former containment.		
SURFACE-CAND:plant_gum	gum	1	PO	revise_proposal	plant gum	A plant exudate that becomes sticky or viscous at the exposed plant surface.		PO:0025161		Find a pharmacognostic or botanical definition separating gum, resin, latex, mucilage, and sap before proposing a PO class.	corpus_sense_checked_definition_source_required	The Saudi occurrence describes a very sticky gum, but the pinned evidence set does not define the substance.	Stickiness is a quality and does not by itself establish the chemical or anatomical identity of gum.		
MAP-CAND:floral_symmetry_language	regular|irregular	2	PATO	sense_split	floral symmetry qualities			PATO:0001328|PATO:0001327		Use actinomorphic for radially symmetric flowers and zygomorphic for flowers divisible into symmetric halves in only one longitudinal plane when the flora's regular/irregular terminology clearly has that sense.	existing_definitions_and_corpus_narrative_checked	PATO already defines both botanical symmetry values; the Saudi text uses regular and irregular in family-level explanatory prose.	Irregular need not always mean bilaterally symmetric, and regular has ordinary non-symmetry senses; no exact lexical synonym is proposed.		
MAP-CAND:rigid_inflexible	rigid	1	PATO	map_existing	inflexible			PATO:0001545		Use inflexible for a leaf described as rigid, retaining pointed shape separately.	existing_definition_and_corpus_sense_checked	PATO:0001545 defines inability to bend or twist without breaking and has stiff as an exact synonym.	Rigid can also mean geometrically fixed or hard under pressure; the mapping is specific to the botanical flexibility sense.		
FLOPO-PATTERN:rib_keel_ridge	ribbed|ridge|keeled	3	FLOPO	revise_and_sense_split	ribbed or keeled plant-structure phenotype	A phenotype in which a specified plant structure bears one or more elongated raised ridges, with keeled structures additionally folded and ridged along a midline.	EVID:FLORA_AUSTRALIA_TERMS			Use PATO:0002358 ridged for the generic raised feature; propose keeled only as the conjunction of folded and midline-ridged conditions, and retain the noun ridge as the feature rather than automatically coercing it to a quality.	definition_components_and_corpus_senses_supported	Flora of Australia defines keel as a ridge and keeled leaves, petals, or bracts as folded and ridged along the midrib; it equates costate with ribbed.	A boat-shaped Fabaceae keel is an anatomical petal complex, not merely the keeled quality, and rib number/orientation is not specified by generic ridged.		
MAP-CAND:rudimentary_vestigial	rudimentary	1	PATO	sense_split	vestigial or underdeveloped structure			PATO:0000588		Use vestigial only when the spine is a remnant structure from development or evolution; otherwise model decreased size or incomplete development without asserting evolutionary history.	existing_definition_and_corpus_sense_checked	PATO:0000588 has the closest existing meaning, while the Saudi occurrence describes very small rudimentary spines.	Every small or poorly developed structure is not vestigial, and the flora description does not state evolutionary loss of function.		
FLOPO-PATTERN:leaf_shape_analogies	needle like leaves|scale like leaves	2	FLOPO	contextual_composition	needle- or scale-like leaf phenotype	A leaf phenotype in which a leaf resembles a needle or scale in explicitly recoverable shape and size characteristics without being identified as a non-leaf structure.		PO:0025034		Bind the leaf entity and preserve resemblance; map to an existing PATO acicular or scale-like shape only if its definition matches the observed geometry.	corpus_sense_checked_existing_shape_audit_required	The source phrases already identify the bearers as leaves.	Needle-like and scale-like are prototype descriptions, not evidence that the leaf is a needle, scale, or particular taxonomic leaf subtype.		
MAP-CAND:plant_ovary	ovary	1	PO	map_existing	plant ovary			PO:0009072		Normalize the floral-organ sense to PO:0009072.	existing_definition_and_corpus_sense_checked	PO defines the basal carpel or fused-carpel region enclosing ovules, matching the Saudi context.	Ovary is an animal homonym outside botanical context, and nearby pointed-oval wording must not be parsed as part of the label.		
SURFACE-CAND:leaf_sheath	sheath|sheaths	2	PO	sense_split	leaf sheath		EVID:PLANTNET_S|EVID:FLORA_AUSTRALIA_TERMS	PO:0020104		Use PO:0020104 for the lower leaf part encasing a stem; retain salt sheath and generic rolled/tubular coverings as material or contextual structures.	existing_class_definition_and_corpus_polysemy_checked	PO and both glossaries define leaf sheath, but one Saudi occurrence is a sheath of exuded salt rather than anatomy.	The bare word does not establish that the structure is part of a vascular leaf.		
MAP-CAND:stipule_forms	stipular|stipules	2	PO	sense_split	stipule		EVID:PLANTNET_S	PO:0020041		Map stipules to PO:0020041 and interpret stipular as a relational modifier meaning borne by or derived from a stipule, preserving the modified spine or thorn.	existing_definition_and_corpus_senses_checked	PO and PlantNET define stipule as an appendage at the leaf base.	A stipular thorn may be a modified stipule, but the adjective alone does not license identity without the anatomical context.		
FLOPO-PATTERN:stem_number_or_absence	many stemmed|stemless	3	FLOPO	contextual_composition	whole-plant stem-number phenotype	A whole-plant phenotype that constrains the number or conspicuous presence of stem axes.				Bind PO stem and represent many-stemmed cardinality or qualified stem absence/reduction; do not assert literal absence when a stemless plant has a highly reduced or subterranean stem.	full_corpus_concordance_checked	The corpus uses many-stemmed and usually stemless as growth-habit descriptions.	Many has no fixed numeric boundary, and stemless can mean acaulescent rather than anatomically lacking every stem.		
FLOPO-PATTERN:plant_colony_or_thicket	colonies|thicket|thickets	12	FLOPO	contextual_composition	plant aggregation phenotype	A population- or stand-level phenotype in which multiple plant individuals or densely interwoven shoots occupy a localized area.				Route colony formation and thicket growth to population/ecology annotation, distinguishing clonal ramets from separate individuals and a single highly branched plant.	full_corpus_concordance_checked	Saudi descriptions say plants grow or sucker in colonies and shrubs form dense thickets.	The unit of observation is often above the individual-plant level, so these assertions must not be attached to one whole plant without resolving genet/ramet structure.		
SURFACE-CAND:floral_tube	tube	2	PO	sense_split	floral tube structures			PO-CAND:corolla_tube		Use the corolla-tube proposal only when the bearer is fused petals; retain other tubes, inflation regions, and ordinary geometric tubular qualities separately.	full_corpus_concordance_checked	The Saudi fragments concern a corolla tube or a portion of a tubular flower, but the isolated noun does not state homology.	A hollow cylindrical region can be formed by sepals, petals, tepals, stamens, or non-floral organs.		
FLOPO-PATTERN:ringed_context	ringed	1	FLOPO	sense_split	ringed botanical phenotype			PATO:0001946|PATO:0001772		Use banded only for transverse colour rings and surrounding for structures encircling a bearer; the Saudi occurrence says leaves are ringed by dead leaf bases and is relational rather than a colour pattern.	full_corpus_concordance_checked	Existing PATO candidates cover distinct colour-pattern and positional senses.	Ringed does not specify whether the ring is a separate structure, marking, scar, or arrangement.		
FLOPO-PATTERN:ranks_and_pairs	ranks|twin	2	FLOPO	modeling_pattern	contextual ranked or paired arrangement phenotype	A phenotype arranging repeated botanical structures in a specified number of longitudinal rows or in a pair.				Bind the repeated PO entity, bearer, and exact count; represent two-ranked and paired constructions rather than normalizing rank or twin in isolation.	full_corpus_concordance_checked	The corpus describes four leaves in two ranks and twin leaflets.	Rank can be taxonomic outside this construction, and twin does not state whether the paired structures are homologous, fused, or merely adjacent.		
MAP-CAND:warty_surface	wart|warts	2	PATO	sense_split	warty			PATO:0001361		Use PATO:0001361 when a bearer is covered with hard rough wart-like projections; preserve an individual wart as a surface-feature entity mention.	existing_definition_and_corpus_senses_checked	PATO:0001361 already defines the bearer-level warty texture and the Saudi occurrences describe raised warts or wart-like glands.	A gland resembling a wart need not have the hard rough texture in PATO's definition, so that occurrence remains a resemblance composition.		
FLOPO-PATTERN:colour_transition	shading|tinged	3	FLOPO	contextual_composition	botanical colour-transition phenotype	A colour phenotype in which a specified bearer gradually changes toward, or has a weak admixture of, an explicitly named colour.				Bind both colours and the affected region; model shading as a gradient and tinged as a low-extent admixture without inventing an atomic PATO term for every combination.	full_corpus_concordance_checked	Saudi phrases include greenish shading to chestnut and white tinged with pink.	Neither word supplies a colour value by itself, and tinged does not establish a universal proportion or spatial pattern.		
FLOPO-PATTERN:transverse_modifier	transverse	1	FLOPO	modeling_pattern	contextual transverse orientation phenotype	A phenotype in which a specified plant structure or marking is oriented perpendicular to the principal longitudinal axis of its bearer.				Bind the bearer axis and the transverse stripe or structure; use PATO:0001946 only when the transverse feature is a colour stripe.	full_corpus_concordance_checked	The Saudi occurrence modifies black stripes across corolla lobes.	Transverse is an orientation relation, not a colour or stripe class by itself.		
FLOPO-PATTERN:colour_degree_modifiers	bright yellow|bright green|bright blue|bright red|bright pink|bright magenta|bright brown|bright purple|bright orange|vivid|dull|whitish|brilliant	92	FLOPO	contextual_composition	contextual colour lightness and chroma phenotype	A colour phenotype in which an operational base colour is modified by a context-dependent description of lightness, chroma, or proximity to that colour.				Retain the base PATO colour and the modifier separately; do not equate bright or brilliant universally with saturated, dull universally with low saturation, or whitish with white without an operational range or prototype.	existing_related_mappings_and_full_corpus_context_checked	PATO carries the bright-colour phrases only as RELATED synonyms of saturated colours, vivid as RELATED to high saturation, dull as RELATED to low saturation, and whitish as RELATED to white.	Brightness can reflect luminance, chroma, or both, and whitish denotes proximity rather than identity. This row deliberately creates no atomic colour and supplies no invented numeric bounds.		
FLOPO-PATTERN:odor_intensity	strong|faint	53	FLOPO	sense_split	contextual odor-intensity phenotype	A phenotype in which the odor of a specified bearer has relatively increased or decreased perceived intensity in an explicit comparison context.				Use PATO:0001893 increased odor and PATO:0001892 decreased odor for smell constructions; reject the lexical candidates non-fragile and inconspicuous in those contexts and retain non-odor strong/faint senses separately.	full_corpus_concordance_and_existing_targets_checked	The Saudi occurrences overwhelmingly modify scent, smell, or aroma, often with prototype character such as sweet, sour, or garlic.	Strong also describes thorns or degree and faint can describe colour markings; both values are relative and observer-dependent.		
MAP-CAND:standard_banner_petal	standard	23	PO	map_existing	banner petal			PO:0025324		Normalize standard or standard petal to PO:0025324 when it is the upper petal of a papilionaceous corolla; retain the current BROAD synonym scope for unrestricted lexical retrieval.	full_corpus_concordance_and_existing_definition_checked	All Saudi occurrences concern Fabaceae flowers and match PO's banner-petal definition.	Standard is highly polysemous outside the organ context, and a surface-only global exact synonym would create false mappings.		
FLOPO-PATTERN:divided_plant_part	divided	10	FLOPO	sense_split	contextual divided plant-part phenotype	A phenotype in which a specified plant structure is separated by incisions into lobes, segments, or parts to a stated depth or degree.				Use the dissected proposal, PATO lobed, or an organ-specific PO segmentation only after the bearer and incision depth are recovered; do not map botanical divided leaves automatically to PATO:0001786 split.	full_corpus_concordance_and_existing_candidate_checked	Saudi uses concern partly, finely, or deeply divided petals, leaves, and fronds.	PATO split can imply separation into pieces, while a divided lamina may remain one connected organ; degree modifiers carry essential semantics.		
FLOPO-PATTERN:compact_habit_or_arrangement	compact	6	FLOPO	sense_split	contextual compact phenotype	A phenotype in which a specified whole plant or arrangement occupies relatively little space because its parts are closely grouped.			PATO:0001485	Use PATO condensed only for a structure whose parts are closely packed; retain whole-plant compact habit as a FLOPO growth-form composition with its comparison context.	full_corpus_concordance_and_scoped_synonym_checked	PATO treats compact as BROAD for condensed, and Saudi uses describe compact bushy herbs or shrublets.	Compact whole-plant habit may result from short internodes, dense branching, or small stature and does not entail one specific structural mechanism.		
MAP-CAND:distinct_conspicuous	distinct	5	PATO	sense_split	conspicuous or differentiated structure			PATO:0000463		Use conspicuous only where distinct means clearly visible; otherwise retain a structural-differentiation assertion such as a distinct petiole, keel, stalk, or knob.	full_corpus_concordance_and_existing_related_mapping_checked	PATO has distinct only as RELATED to conspicuous, and corpus uses often mean separately discernible anatomical regions rather than visually prominent colour.	Two regions can be structurally distinct without either being conspicuous, so the related scope must not be upgraded globally.		
MAP-CAND:speckled_and_dotted	speckled|dotted	6	PATO	sense_split	small-marking colour pattern			PATO:0001535|PATO:0000333|PATO:0001512		Use dappled for small chromatically different specks, spotted for round colour marks, and punctate only when dots, pits, punctures, or points are asserted without necessarily being chromatic.	full_corpus_concordance_and_existing_definitions_checked	PATO marks speckled RELATED to dappled and dotted RELATED to punctate; Saudi occurrences are mainly coloured specks and dots.	The same surface can denote a colour pattern or structural punctures, and the noun-to-bearer pattern coercion requires a host structure.		
PO-CAND:floral_callus	callus	3	PO	revise_proposal	floral callus	A thickened or raised region on a floral organ, especially a labellum, that is developmentally part of that organ.		PO:0009011		Do not map to PO:0005052 plant callus, which is undifferentiated tissue; find an orchid or floral-morphology source and determine whether calli across floral organs are homologous before proposing a class.	corpus_sense_and_false_existing_candidate_verified_definition_source_required	All Saudi occurrences describe a coloured callus on a floral lip; they do not describe wound or culture callus tissue.	The provisional definition may group independently evolved thickenings and gives no histological criterion, so it remains a PO gap proposal rather than an accepted mapping.		
FLOPO-PATTERN:early_late_timing	early|late	10	FLOPO	modeling_pattern	contextual phenological timing phenotype	A phenotype relating a plant process, flowering event, or developmental stage to an earlier or later time than an explicit seasonal, daily, or population reference.				Model early morning, early spring, and late afternoon as clock or season context; use PATO premature or delayed only when abnormal developmental timing relative to a stated norm is actually asserted.	full_corpus_concordance_and_scoped_candidates_checked	The Saudi uses are normal phenological timing expressions, not pathology or delayed development.	Early and late have no meaning without a temporal reference and must not be normalized to PATO:0000694 or PATO:0000502 merely by related-synonym lookup.		
MAP-CAND:canal_groove	groove|channel	4	PO	sense_split	plant canal or groove			PO:0025132		Use PO canal when the occurrence denotes a surface groove or internal tube in a plant structure; retain a purely PATO grooved texture when no anatomical space is intended.	full_corpus_concordance_and_existing_definition_checked	PO:0025132 explicitly includes surface grooves and internal tubes, and the Saudi anatomical occurrence is a deep fruit groove.	Channel and groove can describe habitat waterways or a shallow surface pattern rather than a discrete anatomical space.		
MAP-CAND:leaf_midrib	mid rib	3	PO	sense_split	leaf midvein or costa			PO:0020139|PO:0030072		Use leaf midvein for a vascular leaf and costa for the central strand of a non-vascular leaf; do not choose between them without the bearer taxon or leaf type.	existing_definitions_and_scoped_synonyms_checked	PO deliberately makes mid rib BROAD on both classes because the common word spans vascular and non-vascular leaves.	Costa also has other botanical senses, and the two target classes differ in tissue and bearer.		
SURFACE-CAND:rootstock_context	rootstock	3	PO	sense_split	rhizome or plant base			PO:0004542		Use rhizome only when the structure is a swollen horizontal shoot axis producing shoots and roots; retain root crown, woody base, and horticultural graft-stock senses separately.	full_corpus_concordance_and_existing_related_mapping_checked	Saudi occurrences describe creeping rootstocks and plausibly denote rhizomes; PO keeps rootstock RELATED rather than exact.	A rootstock need not be swollen or a shoot axis in every botanical usage, so lexical promotion would overstate PO's definition.		
FLOPO-PATTERN:paired_cardinality	paired	2	FLOPO	modeling_pattern	contextual paired botanical structures phenotype	A phenotype in which exactly two instances of a specified botanical structure occur as a contextually associated pair.				Bind the repeated PO entity and bearer; do not use PATO:0040024 bilaterally paired unless the bilateral/comparative-organism semantics in its definition are satisfied.	full_corpus_concordance_and_existing_candidate_checked	Saudi uses include paired spines and paired structures without stating the unusual unpaired-comparator condition in PATO:0040024.	A pair need not be bilateral, opposite, homologous, or unusual relative to a comparable organism.		
MAP-CAND:free_unfused	free	1	PATO	map_existing	unfused from			PATO:0000651		Map free petals to the relational quality unfused from with the other petals or organ group bound; reject PATO:0002316 autogenous, whose definition concerns separate skeletal elements.	full_corpus_concordance_and_homonym_hazard_checked	The Saudi occurrence explicitly contrasts free petals with fused floral structures.	Free has many non-structural senses and the relation requires the entity from which the petal is unfused.		
MAP-CAND:hairless_glabrous	hairless	1	PATO	map_existing	glabrous			PATO:0000453		Normalize the plant-surface sense to glabrous while preserving the actual bearer.	existing_definition_and_corpus_sense_checked	PATO:0000453 represents lacking hairs, and the Saudi occurrence describes an almost hairless fruit.	Almost is a degree/exception modifier and prevents an unqualified glabrous assertion unless the extraction preserves that uncertainty.		
SURFACE-CAND:fruit_husk	husk	1	PO	revise_and_sense_split	fruit husk	A dry outer covering of a fruit or seed that remains after removal of its internal contents.		PO:0009011		Do not map the Saudi fruit container to PO:0009054 inflorescence bract; find a carpological definition and resolve pericarp, rind, shell, and bract-derived husk senses before proposing a PO class.	corpus_sense_and_false_existing_candidate_verified_definition_source_required	The occurrence concerns the emptied outer covering of Citrullus fruit, not a maize ear or inflorescence bract.	Husk is polysemous and can be pericarp-derived, bract-derived, or a loose seed covering; the provisional definition is functional rather than homologous.		
NOISE:number_discourse	number	1	NONE	reject_as_noise						Reject the family-level phrase a large number of species from individual phenotype extraction; retain numeric cardinalities only when a botanical bearer is explicitly counted.	full_corpus_concordance_checked	The sole occurrence is taxonomic narrative.	Number is an attribute in other contexts, but the surface word alone supplies neither a count nor a phenotype bearer.		
SURFACE-CAND:grass_context	grass	9	NONE	sense_split	grass habitat or resemblance					Reject among-grass habitat uses; retain grass-like leaf or whole-plant descriptions as resemblance evidence and bind their actual PO bearer without treating grass as an anatomical entity.	full_corpus_concordance_checked	The surface appears inside both grass habitat phrases and grass-like morphology; neither requires a new PO or PATO class.	Grass is a taxonomic/common-name category, while grass-like is a contextual resemblance that can concern leaves, stems, or whole plants.		
NOISE:spread_distribution_fragment	spread	2	NONE	reject_as_noise						Repair or reject OCR-separated widespread and hyphenated wide-spread population-distribution constructions; do not map them to PATO spreading.	full_corpus_concordance_checked	Both Saudi occurrences describe geographic frequency and distribution, not the orientation of a plant or its organs.	A correctly parsed spread growth-habit verb in another context would require separate review.		
SURFACE-CAND:floral_lid	lid	1	PO	revise_and_sense_split	floral lid-like structure	A plant structure that closes or covers an opening of another plant structure and can be displaced or opened to expose it.		PO:0009011		Treat the Saudi pitcher-flower lid as a context-bound region until its organ identity is established; compare operculum terminology and do not infer homology from quotation marks.	corpus_sense_checked_definition_and_homology_required	PO has no generic lid class in the pinned release, and the flora description does not identify whether the lid is petal, sepal, corolla lobe, or another region.	The provisional functional definition spans non-homologous covers and therefore is not an accept proposal.		
SURFACE-CAND:textured_suffix	textured	1	PATO	sense_split	rough texture construction			PATO:0000700		Parse rough-textured as a complete construction and normalize the stated rough value; do not create a value named textured, which merely signals the texture attribute.	full_corpus_concordance_checked	The sole occurrence is rough-textured stems.	Textured alone does not state which texture value applies and is analogous to an attribute-name suffix rather than a phenotype value.		
PO-CAND:twig	twigs	1	PO	revise_proposal	twig	A small, slender, distal branch representing recent shoot growth.		PO:0025073		Promote the current NARROW synonym twig on PO branch only after a dendrological definition establishes size, developmental age, and distal-position boundaries; add twigs as the exact plural.	current_narrow_synonym_and_corpus_sense_verified_definition_source_required	PO:0025073 branch carries twig as a NARROW synonym but lacks a defined subclass; the Saudi occurrence describes young flowering twigs.	Small branch, branchlet, current-year shoot, and twig can overlap without being universally equivalent, so the provisional differentia needs authoritative support.		
MAP-CAND:feathery_plumose	feathery	7	PATO	map_existing	plumose			PATO:0005010		Normalize a bearer with many fine feather-like branches or filaments to PATO:0005010; retire the duplicate temporary FLOPO:0980122 only after reviewing every class that references it.	existing_definition_exact_synonym_and_corpus_sense_checked	Current PATO defines plumose operationally and already carries feathery as an exact synonym; the released FLOPO temporary value duplicates that target.	Feathery can also describe texture or motion outside branching morphology, so the bearer and fine-branch criterion remain required.		
